,idx,Review,Rating,Length
37262,37262,narc strike defiantly retro chord outpace contemporaries dare verve,1,9
37263,37263,contrast original ringu current americanize adaptation akin compare evil dead evil dead ii,0,13
37264,37264,timely important,1,2
37265,37265,pleasant,1,1
37266,37266,high crimes carry almost organic intrigue government marinelegal mystery,0,9
37267,37267,alist,1,1
37268,37268,try set women liberation movement back 20 years,0,8
37269,37269,paint grand picture era make journey feel like party,1,9
37270,37270,cut layer soapopera emotion find scathing portrayal powerful entity strangle life people want believe,1,14
37271,37271,fit incredible storyline,1,3
37272,37272,roar leonine power,1,3
37273,37273,generic international version typical american horror film,0,7
37274,37274,nothing,0,1
37275,37275,swoop string exotic locales scoop whole world joyous communal festival rhythm,1,11
37276,37276,somber cop drama ultimately feel flat scruffy sand titular community,0,10
37277,37277,love character communicate something,1,4
37278,37278,fairly reveal study two main character damagedgoods people whose orbit inevitably,1,11
37279,37279,uplifter,1,1
37280,37280,hard time believe coincidence,0,4
37281,37281,friend david cross would call hungryman portion bad,0,8
37282,37282,country bear never bring hibernation,0,5
37283,37283,cellophanepop remake punk classic ladies gentlemen fabulous stain,0,8
37284,37284,carry almost organic intrigue,0,4
37285,37285,know please eye,1,3
37286,37286,gather dust mgm shelf,0,4
37287,37287,less successful,0,2
37288,37288,win wide summer audience wordofmouth review,1,6
37289,37289,ravage gutwrenching frighten war scenes since save private ryan recreate john woo littleknown story native americans role second great war,1,20
37290,37290,offer nonetoooriginal premise,0,3
37291,37291,impossible claim base true story,0,5
37292,37292,sad occasionally horrify often inspire film,1,6
37293,37293,adaptation intricately construct,1,3
37294,37294,engage,1,1
37295,37295,share,1,1
37296,37296,work spectacularly well,1,3
37297,37297,trouble,0,1
37298,37298,bind appeal women look howlingly trashy time,1,7
37299,37299,direction spielberg convince impersonation director enjoy immensely,1,7
37300,37300,feel everyone make lose movie mojo,0,6
37301,37301,slightly naughty justaboveaverage broadway play,1,5
37302,37302,tv rerun supermarket tabloids,0,4
37303,37303,comedy spectacle,1,2
37304,37304,supremely hopeful cautionary tale,1,4
37305,37305,beautifully draw movie,1,3
37306,37306,lack substance soul crossroads come shorter britney cutoffs,0,8
37307,37307,provide thrill extreme emotions,1,4
37308,37308,play like powerful 1957 drama somehow never see,1,8
37309,37309,apparently nothing leave work sort like michael jackson nose,0,9
37310,37310,ardent,1,1
37311,37311,obligatory cheap,0,2
37312,37312,nothing show,0,2
37313,37313,loss,0,1
37314,37314,director robert j siegel allow character inhabit world without cleave narrative arc,1,12
37315,37315,carmen vega,1,2
37316,37316,make eight legged freak perfectly entertain summer diversion,1,8
37317,37317,deeply touch movie,1,3
37318,37318,indispensable peek art agony make people laugh,1,7
37319,37319,lack strong narrative,0,3
37320,37320,shin quiet blue eye,1,4
37321,37321,beautifully illuminate mean sometimes inside look time outside look,1,9
37322,37322,mood intelligent weepy easily worm way heart,1,7
37323,37323,allstar,1,1
37324,37324,charm laugh fun reason watch,0,5
37325,37325,hackneyed,0,1
37326,37326,labute masterfully,1,2
37327,37327,mad love look better feel,0,5
37328,37328,succumb sentimentality,0,2
37329,37329,rich intelligent film use pulpy core conceit probe question attraction interdependence heart accomodates practical need,1,15
37330,37330,pass twinkle,1,2
37331,37331,ohsohollywood rejiggering,0,2
37332,37332,sure make clear point even seek rely ambiguous presentation,1,9
37333,37333,significantly better 2002 children movie competition,1,6
37334,37334,rival top japanese animations recent vintage,1,6
37335,37335,whole lot scarier,1,3
37336,37336,substitute volume primary color humor bite,0,6
37337,37337,get admire intensity will express convictions,1,6
37338,37338,hate tear eye away image,1,5
37339,37339,offer fine act moments pungent,1,5
37340,37340,though overall overwhelmingly positive portrayal film nt ignore problematic aspects brown life,1,12
37341,37341,stand milder nt better,0,4
37342,37342,work well performances,1,3
37343,37343,cast seem include every topnotch british actor appear gosford park well one ms mirren,1,14
37344,37344,argentine retread,0,2
37345,37345,huston performance,1,2
37346,37346,clever insightful,1,2
37347,37347,beautifully sing holiday carol,1,4
37348,37348,computergenerated cold fish,0,3
37349,37349,clooney debut accuse bite undisciplined,0,5
37350,37350,never welcome heartwarming addition romantic comedy genre,1,7
37351,37351,admire,1,1
37352,37352,devoid joy energy,0,3
37353,37353,respectable summer blockbuster,1,3
37354,37354,children christian otherwise deserve hear full story jonah despair agonize catch22 glory even spend years try comprehend,1,17
37355,37355,feel like see movie instead endless trailer,1,7
37356,37356,masterpiece,1,1
37357,37357,always hilarious,1,2
37358,37358,know inflate mundane scarify get full mileage roll stray barrel unexpected blast phonograph record,1,14
37359,37359,funny pithy illuminate era theatrical comedy past,1,7
37360,37360,right blade,1,2
37361,37361,well expectations,0,2
37362,37362,rise courageousness comedic employment,1,4
37363,37363,elegant technology,1,2
37364,37364,interest look life campaigntrail press especially ones nt really care candidate force follow,1,13
37365,37365,man use damage war far often warfare create kind art shots fill gallery show,1,14
37366,37366,cling edge seat tense suspense,1,5
37367,37367,happen something go bump night nobody care,0,7
37368,37368,whiny defensive,0,2
37369,37369,must see side political spectrum,1,5
37370,37370,us see samira makhmalbaf distinctive sensibility work develop film language conspicuous success,1,12
37371,37371,rougharoundtheedges lowbudget constraints,0,3
37372,37372,grand tour,1,2
37373,37373,provide conflict,0,2
37374,37374,folly superficiality,0,2
37375,37375,turn movie unexpected direction,1,4
37376,37376,rather beautiful,1,2
37377,37377,gangster movie capacity,1,3
37378,37378,nifty twist,1,2
37379,37379,still come away sense reserve existential poignancy,1,7
37380,37380,move,1,1
37381,37381,camera work interest,1,3
37382,37382,suck dry undead action flick formula blade ii mutate grossout monster movie effect silly scary,0,15
37383,37383,ethnic sleeper,1,2
37384,37384,fascinate curiosity piece,1,3
37385,37385,quiet confident craftsmanship tell sweet charm tale intergalactic friendship,1,9
37386,37386,comingofage comedy,1,2
37387,37387,bland,0,1
37388,37388,13 conversations one thing intelligent flick examine many different ideas happiness guilt intrigue bite storytelling,1,15
37389,37389,formulaic forgettable hardly begin fade memory,0,6
37390,37390,already know,1,2
37391,37391,heart palate right place,1,4
37392,37392,belinsky still able create engage story keep guess almost every turn,1,11
37393,37393,like worst kind hollywood heartstring pluck,0,6
37394,37394,lightweight filmmaking sure pleasant enough ooze attractive men,1,8
37395,37395,direct highly professional film oldfashioned best possible ways,1,8
37396,37396,sincerity,1,1
37397,37397,produce recent memory even far tamer advertise,1,7
37398,37398,admit walk runteldat,0,3
37399,37399,production make enormous amount affection believe character love,1,8
37400,37400,hardtopredict absolutely essential chemistry downtoearth bullock nonchalant grant,1,8
37401,37401,paint fight motorize scooter chase dewyeyed sentiment pretty listless collection kidmovie clichés,0,12
37402,37402,topple,0,1
37403,37403,nt worth care,0,3
37404,37404,instead come closer failure third revenge nerds sequel,0,8
37405,37405,handsome sophisticate approach workplace romantic comedy,1,6
37406,37406,innocence soon become questionable kind inexcusable dumb innocence,0,8
37407,37407,flabbergast principals 14yearold robert macnaughton 6yearold draw barrymore 10yearold henry thomas convince us existence wise wizened visitor faraway planet,1,19
37408,37408,evocative shade,1,2
37409,37409,respectable,1,1
37410,37410,formulaic,0,1
37411,37411,full charm,1,2
37412,37412,remind pertinent dynamics remain,1,4
37413,37413,godard never make sheerly beautiful film unexpectedly move meditation love history memory resistance artistic transcendence,1,15
37414,37414,want bolt theater first 10 minutes,0,6
37415,37415,utterly misplace earnestness,0,3
37416,37416,awful movie,0,2
37417,37417,relationships straightforward emotionally honest manner end,1,6
37418,37418,art form visceral spiritual wonderfully vulgar sublimely lofty emotionally grand life,1,11
37419,37419,secrets bury heart story know take time reveal,1,8
37420,37420,mind ugly problem character loveable otherwise,0,6
37421,37421,version justice stevenson scifi genre,1,5
37422,37422,fun wispy wise surprisingly inoffensive film teen love stepmom,1,9
37423,37423,conjure 10 minutes prior film,0,5
37424,37424,top movies,1,2
37425,37425,sad sick sight,0,3
37426,37426,worst excesses nouvelle,0,3
37427,37427,delightfully charm,1,2
37428,37428,go see attraction sole reason hot outside air condition inside,0,10
37429,37429,commentary enough,1,2
37430,37430,hard stop watch,1,3
37431,37431,nt get recreations famous moments show,0,6
37432,37432,work way good noir,1,4
37433,37433,spiffy animate feature unruly adolescent boy yearn adventure chance prove worth,1,11
37434,37434,simultaneously painful refresh,1,3
37435,37435,standard policeoriented drama de niro participation would likely wind tnt original,0,11
37436,37436,race racket,1,2
37437,37437,body humor reinforcement,1,3
37438,37438,copout,0,1
37439,37439,find tough beauty,1,3
37440,37440,worth watch,1,2
37441,37441,possibly enjoy,1,2
37442,37442,another useless recycle,0,3
37443,37443,tear come final beautiful scene,1,5
37444,37444,keep watch sky next project,1,5
37445,37445,wondrous hollywood fantasy,1,3
37446,37446,enjoy,1,1
37447,37447,lose,0,1
37448,37448,clever pseudobio,1,2
37449,37449,right bmovie frame mind may scare pant,1,7
37450,37450,besotted misbegotten,0,2
37451,37451,place story go,0,3
37452,37452,overexpose,0,1
37453,37453,earnest dramaturgy,1,2
37454,37454,action man cliché,0,3
37455,37455,witty expose,1,2
37456,37456,flaccid oddcouple snip,0,3
37457,37457,best performance either years,1,4
37458,37458,hilariously wicked black comedy,1,4
37459,37459,failure,0,1
37460,37460,fairytale,1,1
37461,37461,bad screenwriters eventually shoot feet cop flick cliches like oily arm dealer squad car pileups requisite scream captain,0,18
37462,37462,loud brash mainly unfunny,0,4
37463,37463,charm 2000 debut shanghai noon,1,5
37464,37464,reveal,1,1
37465,37465,young adult life urban south korea,1,6
37466,37466,disjoint,0,1
37467,37467,funny nobrainer,1,2
37468,37468,fanciful motion picture,1,3
37469,37469,kline utterly convince deeply appeal noble teacher embrace strict moral code,1,11
37470,37470,carry share laugh sometimes chuckle sometimes guffaw great pleasure occasional belly laugh,1,12
37471,37471,behavior severe flaw,0,3
37472,37472,way original even,0,3
37473,37473,good comedic songs,1,3
37474,37474,terminally bland,1,2
37475,37475,epic adventure,1,2
37476,37476,enjoy mild escapism,1,3
37477,37477,ooze chill heartwarming,1,3
37478,37478,hiphop rarely come alive firebreathing entity picture,0,7
37479,37479,dazzle entertainment,1,2
37480,37480,different movie sometimes tedious director many viewers would like skip film buff get know,1,14
37481,37481,discard,0,1
37482,37482,mix,0,1
37483,37483,sheer dumbness,0,2
37484,37484,make bitter less mature,0,4
37485,37485,appeal,1,1
37486,37486,intrigue bite storytelling,1,3
37487,37487,idiotic,0,1
37488,37488,never know change lanes go take heck ride,1,8
37489,37489,make surprisingly decent flick worth summertime looksee,1,7
37490,37490,love,1,1
37491,37491,quite divert nonsense,0,3
37492,37492,pleasuring audience,1,2
37493,37493,one entertain monster movies age,1,5
37494,37494,fail make secondguess affection original,0,5
37495,37495,sweet memorable film,1,3
37496,37496,freaky bite art scare delight image,1,6
37497,37497,horrific movie experience,0,3
37498,37498,brown sugar admirably aspire another best man clone weave theme throughout funny film,1,13
37499,37499,lame,0,1
37500,37500,take hold,1,2
37501,37501,lazy material,0,2
37502,37502,short could flabby,0,3
