,Rating,Review,Length
1995,4,great price great quality fit perfectly device highly recommend brand adapter nice bonus,13
1996,4,fast easy use exactly class 10 suppose use samsung tab 3,11
1997,4,exactly would expect use new galaxy tab disappoint always great product,11
1998,4,ive memory card 4 days order new galaxy s4 verizon work perfectly box didnt format read write speed meet expectations still keep eye card little longer see review report card fail time seem ok menot relevant product get ontrac shippingamazon prime 2 day ship memory card galaxy s4 read many negative review feedback ship company cross finger hop wouldnt something stupid package fortunately get package time nothing damage one minor complain ontrac update track history often allbased purchase phoneless couple days really need phone check track history probably every couple hours show leave faculty 2 12 days update hour get package say go delivery 9am receive package around 5pm get package time problem im ok history ontrac rubbish make worry didnt want phoneless 23 weeks,125
1999,4,compatibility issue memory card even though sdhc backwards compatible throw 32 gb phone extra storage issue make sure move apps phone sd card storage though future proof hide important file want,31
2000,4,simply put 32 gb microsdhc card come mail say would empty get work expect hold file image etc adapter include voila,21
2001,3,buy card hope transition pc smartphone near future use adapter run pc write time arent good hop theyre acceptable overall plenty storage space file music pics sort thing also run portable applications seem perform well part overall solid little card enough speed get majority task donesidenote card come format exfat default onyl way could downgrade fat32 use third party app reason card cant read phone phone older model samsung could issue,71
2002,4,easy load super fast great picture hd video phone really happy purchase dont enough stuff fill,16
2003,4,work great get quickly well pack plug work fine since month speak long term reliability buy another one soon,19
2004,4,buy one note 3 one girlfriend s4 take lot picture lot music phone want extra room card read write quickly also,21
2005,4,figure old microsd card die plug old android phone work antivirus software laptop want scan whole thing every time plug charge constant read wear flash new android phone mount cd drive instead entire thing see phone unmount cd drive perfect charge work careful virus scanners android phone auto mount entire phone micro sd,53
2006,4,chip super fast youre go use android device recommend format ntfs,11
2007,4,reliable brand name produce give lot storage music videos picture tiny one say 1950 would believe,16
2008,4,second one chip receive first either latent physical defect damage transit snap half first use really bum determine try breeze chip blaze double capacity 32 gb chip replace asus tf700t tablet hold music document plenty room leave 128 gb available tablet work flawlesslyanyone look upgrade need little due diligence determine device able address 64 gbs reservation strongly recommend little gem,60
2009,4,hi guy write review three time unfortunately doesnt go amazons websitelolso say tell write read speed fast class 10 great price fast delivery amazonenjoy,24
2010,3,review sandisk ultra 64 gb microsdxc class 10 uhs1 memory card adapter sdsdqu064gaffpathis product arrive via usps individual pack manufacturer place sd case together adapter unable verify warranties authenticity samsung s3 recognize format problem see external memory 59gb six gb probably allocate fatfile allocation table order seller,47
2011,0,get card especially plan use android phone google sd card unexpectedly remove find problem cause directly card purchase different brand problem immediately disappear curiosity try mount card windows pc rare occasion sd card turn empty remove problem limit android would avoid card completely,43
2012,4,dont know exactly say little micro seem least efficient micro ive ever use,13
2013,3,things suppose work flawlessly arent anyway didnt need format s4 go straight probs,13
2014,4,work great use s3 take hd movies store music bla,10
2015,4,complain use card weeks problems please,6
2016,4,1616gb32gb last long time waaaaaaay cheaper 32gb version s3ip4sip5 highly recommend get 32gb 48gb total,15
2017,4,describe havent issue far put samsung tablet work expect standard format,11
2018,2,update 61814 well suppose nothing last forever almost year card go bad use card lot smartphone tmobile samsung galaxy s3 sght999 photos voice record download go card download transfer computer almost daily via usb cable days ago video file transfer computer refuse play correctly video audio skip squeal recognize sound corrupt file think maybe transfer didnt complete try result try play file right phone didnt play phone know problem try copy video phone storage play still luck delete video decide download directly phone sd card eureka play perfectlyi format sdxc card twice phone windows try test download video file card phone result time wouldnt play sd card phone videos use play perfectly sd card finally swap card older sandisk ultra 32gb micro sdxc card like magic work perfectly matter play yeah 64gb card dead note card perform flawlessly nearly year days agothankfully sandisk ultra products like carry incredible lifetime warranty 10 years regions dont recognize lifetime extreme line card raise 30 years ive contact support rma ill update review events unfold replace quickly ill bump back 5 starsoriginal reviewim use samsung galaxy s3 smartphone sandisk ultra micro sd card never fail ones exception use 32gb card theyre fast reliable never corrupt data say cheaper brand like pny fail quite often cant wait get new 128gb model,216
